component_id,component_name,metal_type,form_factor,industry_usage,unit_weight_kg,source_type,source_country,lead_time_days,base_price_per_kg,freight_cost_per_kg,customs_duty_percent,local_tax_percent,exchange_rate_multiplier,total_landed_cost_inr,recommended_source
432,Comp_00432,Nickel,Wire,Wearable,0.11,Import,USA,31,969.11,19.25,4.44,18,1.01,135.325016936032,Import
433,Comp_00433,Silver,Sheet,Wearable,9.06,Local,India,3,1245.07,66.41,0.0,18,1.0,14020.770384000001,Local
433,Comp_00433,Silver,Sheet,Wearable,9.06,Import,China,27,1269.97,26.97,2.38,18,1.01,14337.274123561778,Local
434,Comp_00434,Aluminum,Wire,Wearable,3.33,Local,India,2,914.53,100.87,0.0,18,1.0,3989.91276,Local
434,Comp_00434,Aluminum,Wire,Wearable,3.33,Import,South Korea,14,924.25,37.23,1.38,18,1.05,4021.6852801288796,Local
435,Comp_00435,Silver,Wire,Consumer,4.46,Local,India,13,1238.0,56.98,0.0,18,1.0,6815.220744,Local
435,Comp_00435,Silver,Wire,Consumer,4.46,Import,Japan,20,1219.08,56.74,0.12,18,1.11,7461.911462040673,Local
436,Comp_00436,Silver,Coil,Consumer,2.96,Local,India,8,1163.94,71.47,0.0,18,1.0,4315.040048,Import
436,Comp_00436,Silver,Coil,Consumer,2.96,Import,China,27,1043.02,45.05,2.48,18,1.05,4089.3941405318396,Import
437,Comp_00437,Nickel,Foil,Industrial,4.07,Local,India,2,1455.19,57.64,0.0,18,1.0,7265.517358000001,Import
437,Comp_00437,Nickel,Foil,Industrial,4.07,Import,China,16,902.08,23.7,2.09,18,1.14,5174.546166313128,Import
438,Comp_00438,Nickel,Foil,Wearable,9.48,Local,India,2,998.84,101.08,0.0,18,1.0,12304.145088000001,Import
438,Comp_00438,Nickel,Foil,Wearable,9.48,Import,USA,25,853.08,41.01,6.2,18,1.02,10834.185586818243,Import
439,Comp_00439,Silver,Sheet,Automotive,9.39,Local,India,3,1542.35,111.0,0.0,18,1.0,18319.448669999998,Local
439,Comp_00439,Silver,Sheet,Automotive,9.39,Import,Germany,38,1638.03,51.02,2.51,18,1.08,20719.53929494548,Local
440,Comp_00440,Tin,Sheet,Consumer,5.56,Local,India,4,1069.29,74.08,0.0,18,1.0,7501.421895999999,Import
440,Comp_00440,Tin,Sheet,Consumer,5.56,Import,USA,21,768.54,24.99,4.81,18,1.09,5947.704290814697,Import
441,Comp_00441,Nickel,Foil,Wearable,8.03,Local,India,8,1026.11,48.79,0.0,18,1.0,10185.107459999997,Import
441,Comp_00441,Nickel,Foil,Wearable,8.03,Import,China,37,827.61,19.97,0.2,18,1.09,8771.47181765976,Import
442,Comp_00442,Aluminum,Sheet,Automotive,6.14,Local,India,14,1068.56,70.94,0.0,18,1.0,8255.9054,Import
442,Comp_00442,Aluminum,Sheet,Automotive,6.14,Import,Germany,10,932.58,20.35,0.72,18,1.13,7857.882647075296,Import
443,Comp_00443,Copper,Wire,Automotive,3.49,Local,India,9,978.04,85.63,0.0,18,1.0,4380.405794,Local
443,Comp_00443,Copper,Wire,Automotive,3.49,Import,South Korea,27,936.32,22.01,7.08,18,1.06,4479.574314351088,Local
444,Comp_00444,Copper,Sheet,Toys,1.75,Local,India,10,1541.54,66.23,0.0,18,1.0,3320.0450499999997,Local
444,Comp_00444,Copper,Sheet,Toys,1.75,Import,USA,13,1611.09,15.75,7.62,18,1.1,3976.9540299719997,Local
445,Comp_00445,Nickel,Foil,Industrial,2.64,Local,India,4,1225.53,58.16,0.0,18,1.0,3998.951088,Import
445,Comp_00445,Nickel,Foil,Industrial,2.64,Import,Germany,35,788.7,34.37,2.74,18,1.14,3003.081505072704,Import
446,Comp_00446,Silver,Coil,Toys,9.18,Local,India,13,1287.49,63.94,0.0,18,1.0,14639.230332,Local
446,Comp_00446,Silver,Coil,Toys,9.18,Import,Japan,20,1295.09,27.09,6.37,18,1.12,17062.884614337407,Local
447,Comp_00447,Nickel,Foil,Consumer,8.07,Local,India,2,1491.53,71.6,0.0,18,1.0,14885.061737999999,Import
447,Comp_00447,Nickel,Foil,Consumer,8.07,Import,Japan,25,909.85,13.13,3.6,18,1.1,10016.1373889808,Import
448,Comp_00448,Nickel,Wire,Automotive,2.27,Local,India,2,978.99,87.71,0.0,18,1.0,2857.26262,Local
448,Comp_00448,Nickel,Wire,Automotive,2.27,Import,USA,12,953.83,34.13,7.74,18,1.09,3107.783060118096,Local
449,Comp_00449,Tin,Sheet,Consumer,4.8,Local,India,14,1528.57,82.0,0.0,18,1.0,9122.268479999999,Import
449,Comp_00449,Tin,Sheet,Consumer,4.8,Import,Japan,21,1389.69,44.03,0.99,18,0.99,8118.97408257408,Import
450,Comp_00450,Tin,Sheet,Automotive,3.64,Local,India,13,1133.56,71.02,0.0,18,1.0,5173.912015999999,Local
450,Comp_00450,Tin,Sheet,Automotive,3.64,Import,Germany,23,1098.52,52.85,4.8,18,1.1,5701.0161079872,Local
451,Comp_00451,Nickel,Sheet,Wearable,3.48,Local,India,5,1353.93,45.48,0.0,18,1.0,5746.537224000001,Import
451,Comp_00451,Nickel,Sheet,Wearable,3.48,Import,USA,36,893.17,26.39,4.91,18,1.02,4040.716505537088,Import
452,Comp_00452,Nickel,Coil,Industrial,0.97,Local,India,12,1443.76,107.8,0.0,18,1.0,1775.9155759999996,Import
452,Comp_00452,Nickel,Coil,Industrial,0.97,Import,USA,14,1064.14,51.38,5.65,18,1.06,1429.9026443788803,Import
453,Comp_00453,Silver,Sheet,Automotive,5.23,Local,India,7,1423.61,106.92,0.0,18,1.0,9445.512842,Local
453,Comp_00453,Silver,Sheet,Automotive,5.23,Import,Germany,12,1464.85,43.35,2.45,18,1.0,9535.744264259998,Local
454,Comp_00454,Nickel,Sheet,Consumer,1.02,Local,India,2,1272.56,105.73,0.0,18,1.0,1658.909844,Import
454,Comp_00454,Nickel,Sheet,Consumer,1.02,Import,Germany,28,840.72,25.14,3.86,18,0.96,1039.081009061376,Import
455,Comp_00455,Silver,Sheet,Toys,7.15,Local,India,4,1528.85,86.61,0.0,18,1.0,13629.636019999998,Local
455,Comp_00455,Silver,Sheet,Toys,7.15,Import,USA,11,1622.57,48.11,1.47,18,1.02,14588.786037437038,Local
456,Comp_00456,Copper,Coil,Consumer,4.95,Local,India,6,1270.06,66.76,0.0,18,1.0,7808.36562,Import
456,Comp_00456,Copper,Coil,Consumer,4.95,Import,Japan,25,1224.35,50.66,1.49,18,0.97,7331.549717474728,Import
457,Comp_00457,Silver,Sheet,Toys,2.84,Local,India,8,1290.72,67.76,0.0,18,1.0,4552.538176,Local
457,Comp_00457,Silver,Sheet,Toys,2.84,Import,South Korea,18,1351.0,29.39,2.62,18,1.1,5221.879517537761,Local
458,Comp_00458,Nickel,Sheet,Consumer,8.54,Local,India,4,928.65,43.97,0.0,18,1.0,9801.286263999998,Local
458,Comp_00458,Nickel,Sheet,Consumer,8.54,Import,South Korea,19,901.1,34.25,5.38,18,1.02,10131.46840858152,Local
459,Comp_00459,Copper,Sheet,Automotive,4.35,Local,India,13,952.43,48.49,0.0,18,1.0,5137.722359999999,Import
459,Comp_00459,Copper,Sheet,Automotive,4.35,Import,Germany,23,685.66,19.75,6.62,18,1.03,3976.388225672579,Import
460,Comp_00460,Tin,Foil,Wearable,7.94,Local,India,8,1181.61,74.0,0.0,18,1.0,11764.061212,Import
460,Comp_00460,Tin,Foil,Wearable,7.94,Import,China,17,778.66,12.26,7.55,18,1.0,7969.764382631999,Import
461,Comp_00461,Silver,Sheet,Consumer,4.55,Local,India,9,1304.33,85.67,0.0,18,1.0,7462.91,Import
461,Comp_00461,Silver,Sheet,Consumer,4.55,Import,USA,30,1185.13,54.24,0.8,18,1.1,7378.152045264,Import
462,Comp_00462,Tin,Sheet,Toys,8.66,Local,India,5,1320.55,96.07,0.0,18,1.0,14476.156455999997,Local
462,Comp_00462,Tin,Sheet,Toys,8.66,Import,China,39,1352.36,44.26,3.86,18,1.1,16304.938299761758,Local
463,Comp_00463,Nickel,Wire,Toys,0.66,Local,India,6,1239.94,113.02,0.0,18,1.0,1053.685248,Import
463,Comp_00463,Nickel,Wire,Toys,0.66,Import,USA,28,846.01,13.19,2.75,18,1.12,770.0520199680001,Import
464,Comp_00464,Tin,Sheet,Consumer,9.07,Local,India,6,1420.4,82.63,0.0,18,1.0,16086.328878000002,Import
464,Comp_00464,Tin,Sheet,Consumer,9.07,Import,Japan,14,1280.64,13.99,3.15,18,1.12,16007.452282860642,Import
465,Comp_00465,Nickel,Foil,Industrial,5.42,Local,India,10,1034.37,97.54,0.0,18,1.0,7239.243595999998,Import
465,Comp_00465,Nickel,Foil,Industrial,5.42,Import,Japan,19,688.52,25.48,3.81,18,1.08,5119.6757022432,Import
466,Comp_00466,Aluminum,Coil,Consumer,7.59,Local,India,11,1231.91,58.06,0.0,18,1.0,11553.229314,Local
466,Comp_00466,Aluminum,Coil,Consumer,7.59,Import,USA,30,1320.74,59.78,3.75,18,0.98,12571.313795502,Local
467,Comp_00467,Silver,Coil,Wearable,2.11,Local,India,6,1438.34,74.04,0.0,18,1.0,3765.523723999999,Import
467,Comp_00467,Silver,Coil,Wearable,2.11,Import,Japan,35,1091.63,10.44,6.53,18,1.13,3303.1174286940536,Import
468,Comp_00468,Copper,Wire,Industrial,9.14,Local,India,6,1171.58,106.37,0.0,18,1.0,13782.946339999999,Local
468,Comp_00468,Copper,Wire,Industrial,9.14,Import,USA,16,1275.24,19.35,7.53,18,1.09,16365.022049425235,Local
469,Comp_00469,Tin,Sheet,Consumer,6.32,Local,India,6,1050.61,90.2,0.0,18,1.0,8507.704656,Local
469,Comp_00469,Tin,Sheet,Consumer,6.32,Import,South Korea,34,1118.59,20.24,1.88,18,1.01,8739.131912368703,Local
470,Comp_00470,Aluminum,Sheet,Wearable,2.11,Local,India,9,1568.19,113.48,0.0,18,1.0,4187.021965999999,Import
470,Comp_00470,Aluminum,Sheet,Wearable,2.11,Import,South Korea,11,1206.58,30.26,6.41,18,1.04,3407.9543381220483,Import
471,Comp_00471,Silver,Sheet,Wearable,9.48,Local,India,10,1053.14,66.1,0.0,18,1.0,12520.266336,Import
471,Comp_00471,Silver,Sheet,Wearable,9.48,Import,Japan,22,944.17,34.46,1.94,18,1.01,11271.32240822741,Import
472,Comp_00472,Nickel,Foil,Toys,4.8,Local,India,12,1017.61,68.38,0.0,18,1.0,6151.047359999999,Import
472,Comp_00472,Nickel,Foil,Toys,4.8,Import,Japan,19,639.77,39.17,5.39,18,0.95,3850.1500069727995,Import
473,Comp_00473,Copper,Coil,Automotive,5.89,Local,India,9,1079.49,114.72,0.0,18,1.0,8299.998341999999,Import
473,Comp_00473,Copper,Coil,Automotive,5.89,Import,Germany,24,1004.65,11.92,7.83,18,1.03,7847.140365304286,Import
474,Comp_00474,Copper,Wire,Toys,5.86,Local,India,5,1458.46,109.15,0.0,18,1.0,10839.709628,Local
474,Comp_00474,Copper,Wire,Toys,5.86,Import,Germany,39,1559.73,24.75,7.73,18,1.09,12865.585130008129,Local
475,Comp_00475,Copper,Sheet,Consumer,0.78,Local,India,13,1284.8,73.37,0.0,18,1.0,1250.059668,Import
475,Comp_00475,Copper,Sheet,Consumer,0.78,Import,South Korea,30,901.93,51.32,0.5,18,1.11,978.7515537149999,Import
476,Comp_00476,Silver,Coil,Automotive,4.75,Local,India,3,1500.5,64.39,0.0,18,1.0,8771.20845,Import
476,Comp_00476,Silver,Coil,Automotive,4.75,Import,China,29,1032.1,35.66,6.24,18,1.04,6612.5758353408,Import
477,Comp_00477,Nickel,Foil,Consumer,3.82,Local,India,11,1474.38,40.57,0.0,18,1.0,6828.78862,Import
477,Comp_00477,Nickel,Foil,Consumer,3.82,Import,Japan,35,1127.33,12.62,3.68,18,1.09,5807.011145725439,Import
478,Comp_00478,Aluminum,Foil,Automotive,7.23,Local,India,6,1097.28,54.74,0.0,18,1.0,9828.343428,Import
478,Comp_00478,Aluminum,Foil,Automotive,7.23,Import,South Korea,35,701.83,12.35,1.08,18,1.04,6405.109535470464,Import
479,Comp_00479,Aluminum,Coil,Wearable,7.86,Local,India,2,907.36,100.95,0.0,18,1.0,9351.873588,Import
479,Comp_00479,Aluminum,Coil,Wearable,7.86,Import,China,13,802.3,49.6,3.82,18,1.03,8449.118882213521,Import
480,Comp_00480,Copper,Coil,Toys,4.93,Local,India,8,1561.76,44.58,0.0,18,1.0,9344.722315999998,Import
480,Comp_00480,Copper,Coil,Toys,4.93,Import,Germany,34,976.5,37.37,7.67,18,0.98,6223.461224088107,Import
481,Comp_00481,Copper,Foil,Wearable,4.11,Local,India,6,1599.16,44.4,0.0,18,1.0,7970.937288000001,Import
481,Comp_00481,Copper,Foil,Wearable,4.11,Import,Japan,34,1273.14,32.38,3.52,18,1.05,6882.099083516161,Import
482,Comp_00482,Nickel,Wire,Industrial,8.71,Local,India,7,1230.56,97.03,0.0,18,1.0,13644.704501999999,Import
482,Comp_00482,Nickel,Wire,Industrial,8.71,Import,USA,32,944.38,38.54,6.35,18,1.08,11603.248250050081,Import
483,Comp_00483,Aluminum,Wire,Toys,9.61,Local,India,3,1276.28,41.14,0.0,18,1.0,14939.279315999998,Import
483,Comp_00483,Aluminum,Wire,Toys,9.61,Import,USA,26,1052.9,44.65,1.71,18,1.12,14177.882932728482,Import
484,Comp_00484,Copper,Coil,Consumer,1.06,Local,India,13,938.99,50.34,0.0,18,1.0,1237.453964,Local
484,Comp_00484,Copper,Coil,Consumer,1.06,Import,Germany,13,960.12,12.95,4.35,18,1.09,1384.3659450937403,Local
485,Comp_00485,Tin,Foil,Wearable,6.15,Local,India,4,1159.68,101.77,0.0,18,1.0,9154.34265,Import
485,Comp_00485,Tin,Foil,Wearable,6.15,Import,Japan,37,703.73,54.79,1.92,18,0.96,5385.856866324481,Import
486,Comp_00486,Silver,Coil,Wearable,3.49,Local,India,2,1466.99,59.06,0.0,18,1.0,6284.57911,Local
486,Comp_00486,Silver,Coil,Wearable,3.49,Import,Japan,36,1430.75,21.8,0.07,18,1.08,6464.965032705961,Local
487,Comp_00487,Tin,Wire,Wearable,7.1,Local,India,3,1358.04,109.8,0.0,18,1.0,12297.563519999998,Local
487,Comp_00487,Tin,Wire,Wearable,7.1,Import,Japan,39,1404.2,39.16,5.28,18,1.03,13112.88107523072,Local
488,Comp_00488,Aluminum,Coil,Automotive,8.68,Local,India,4,1070.8,117.34,0.0,18,1.0,12169.405135999998,Local
488,Comp_00488,Aluminum,Coil,Automotive,8.68,Import,China,39,937.14,35.7,7.16,18,1.14,12172.525914979582,Local
489,Comp_00489,Nickel,Wire,Toys,5.31,Local,India,5,1381.44,61.88,0.0,18,1.0,9043.554456,Import
489,Comp_00489,Nickel,Wire,Toys,5.31,Import,China,24,987.95,15.32,3.09,18,1.02,6610.1462112539875,Import
490,Comp_00490,Nickel,Sheet,Industrial,7.14,Local,India,8,904.76,101.11,0.0,18,1.0,8474.655923999999,Import
490,Comp_00490,Nickel,Sheet,Industrial,7.14,Import,China,39,728.84,32.24,5.13,18,1.11,7482.731670752688,Import
491,Comp_00491,Aluminum,Wire,Wearable,0.98,Local,India,7,1373.81,45.13,0.0,18,1.0,1640.862216,Local
491,Comp_00491,Aluminum,Wire,Wearable,0.98,Import,Germany,11,1501.91,23.91,6.73,18,0.96,1807.8780365667842,Local
492,Comp_00492,Silver,Sheet,Wearable,9.38,Local,India,14,1374.0,49.52,0.0,18,1.0,15756.088768000001,Import
492,Comp_00492,Silver,Sheet,Wearable,9.38,Import,Germany,16,961.18,27.39,2.03,18,1.13,12615.329625584529,Import
493,Comp_00493,Copper,Wire,Wearable,4.17,Local,India,4,1392.82,57.4,0.0,18,1.0,7135.952532,Import
493,Comp_00493,Copper,Wire,Wearable,4.17,Import,China,33,932.72,53.31,7.64,18,1.11,5797.020801103273,Import
494,Comp_00494,Silver,Wire,Wearable,2.74,Local,India,5,1254.15,102.22,0.0,18,1.0,4385.415484000001,Import
494,Comp_00494,Silver,Wire,Wearable,2.74,Import,USA,15,1220.67,10.63,5.5,18,1.01,4241.996276938,Import
495,Comp_00495,Copper,Foil,Toys,0.2,Local,India,12,1186.43,66.35,0.0,18,1.0,295.65608,Local
495,Comp_00495,Copper,Foil,Toys,0.2,Import,Germany,20,1225.72,32.21,6.49,18,1.01,319.29982344252,Local
496,Comp_00496,Nickel,Wire,Industrial,6.96,Local,India,6,1591.16,58.01,0.0,18,1.0,13544.303376,Import
496,Comp_00496,Nickel,Wire,Industrial,6.96,Import,South Korea,19,1407.37,36.57,1.25,18,1.1,13207.72784364,Import
497,Comp_00497,Aluminum,Coil,Industrial,5.23,Local,India,11,1405.55,53.93,0.0,18,1.0,9007.034872,Import
497,Comp_00497,Aluminum,Coil,Industrial,5.23,Import,South Korea,17,1287.29,35.94,0.22,18,1.04,8511.513110431137,Import
498,Comp_00498,Tin,Sheet,Automotive,1.33,Local,India,10,1356.73,44.22,0.0,18,1.0,2198.6509300000002,Local
498,Comp_00498,Tin,Sheet,Automotive,1.33,Import,USA,22,1189.84,24.9,6.94,18,1.09,2222.2026365095758,Local
499,Comp_00499,Tin,Wire,Consumer,1.23,Local,India,6,1350.74,106.75,0.0,18,1.0,2115.400986,Import
499,Comp_00499,Tin,Wire,Consumer,1.23,Import,South Korea,27,1326.95,23.28,4.23,18,0.96,1960.9153340837756,Import
500,Comp_00500,Silver,Sheet,Wearable,3.0,Local,India,13,1281.8,50.67,0.0,18,1.0,4716.9438,Local
500,Comp_00500,Silver,Sheet,Wearable,3.0,Import,Germany,31,1278.6,18.17,4.68,18,1.05,5045.674493412,Local
501,Comp_00501,Silver,Foil,Wearable,9.12,Local,India,5,1204.97,50.33,0.0,18,1.0,13509.036479999999,Import
501,Comp_00501,Silver,Foil,Wearable,9.12,Import,Germany,35,1100.17,13.76,4.97,18,0.99,12457.621679256863,Import
502,Comp_00502,Silver,Coil,Industrial,9.44,Local,India,11,1327.26,106.8,0.0,18,1.0,15974.281151999998,Import
502,Comp_00502,Silver,Coil,Industrial,9.44,Import,Japan,38,1132.82,38.61,6.87,18,0.98,13666.340236168253,Import
503,Comp_00503,Aluminum,Wire,Industrial,9.31,Local,India,12,917.25,95.74,0.0,18,1.0,11128.505542,Import
503,Comp_00503,Aluminum,Wire,Industrial,9.31,Import,USA,15,652.63,30.39,7.8,18,0.96,7765.24393252608,Import
504,Comp_00504,Tin,Coil,Automotive,5.19,Local,India,2,1277.43,60.41,0.0,18,1.0,8193.199728000001,Local
504,Comp_00504,Tin,Coil,Automotive,5.19,Import,Japan,12,1348.85,31.96,1.7,18,0.97,8342.111224306978,Local
505,Comp_00505,Silver,Wire,Toys,0.65,Local,India,14,1198.83,77.52,0.0,18,1.0,978.9604499999999,Local
505,Comp_00505,Silver,Wire,Toys,0.65,Import,China,13,1286.87,23.76,4.2,18,0.96,1005.5748910271998,Local
506,Comp_00506,Aluminum,Sheet,Industrial,3.62,Local,India,7,1377.76,92.98,0.0,18,1.0,6282.412984,Import
506,Comp_00506,Aluminum,Sheet,Industrial,3.62,Import,China,14,1038.09,12.85,1.0,18,1.08,4896.8142376032,Import
507,Comp_00507,Silver,Coil,Consumer,7.19,Local,India,12,1580.96,118.65,0.0,18,1.0,14419.831162000002,Import
507,Comp_00507,Silver,Coil,Consumer,7.19,Import,China,15,1009.42,43.54,4.01,18,1.06,9849.262964419393,Import
508,Comp_00508,Aluminum,Wire,Automotive,5.55,Local,India,4,1034.75,48.15,0.0,18,1.0,7091.9121,Import
508,Comp_00508,Aluminum,Wire,Automotive,5.55,Import,Germany,33,947.34,11.25,0.39,18,1.12,7058.564075414881,Import
509,Comp_00509,Copper,Foil,Automotive,1.0,Local,India,5,1429.65,86.59,0.0,18,1.0,1789.1632,Import
509,Comp_00509,Copper,Foil,Automotive,1.0,Import,South Korea,31,992.34,19.21,7.58,18,1.03,1322.629260546,Import
510,Comp_00510,Nickel,Wire,Industrial,3.33,Local,India,9,1144.73,87.71,0.0,18,1.0,4842.749736,Local
510,Comp_00510,Nickel,Wire,Industrial,3.33,Import,South Korea,26,1240.06,32.04,5.01,18,1.07,5616.450421992181,Local
511,Comp_00511,Silver,Sheet,Toys,3.59,Local,India,10,988.28,50.39,0.0,18,1.0,4400.013854,Local
511,Comp_00511,Silver,Sheet,Toys,3.59,Import,South Korea,32,968.14,40.99,5.03,18,0.99,4445.003766309282,Local
512,Comp_00512,Aluminum,Sheet,Industrial,3.29,Local,India,3,1443.83,45.66,0.0,18,1.0,5782.498078,Local
512,Comp_00512,Aluminum,Sheet,Industrial,3.29,Import,Japan,14,1468.71,12.81,3.98,18,1.14,6817.734557823167,Local
513,Comp_00513,Copper,Foil,Automotive,4.38,Local,India,10,923.11,116.31,0.0,18,1.0,5372.138328,Import
513,Comp_00513,Copper,Foil,Automotive,4.38,Import,South Korea,20,630.72,45.61,1.74,18,1.07,3805.3120877106967,Import
514,Comp_00514,Tin,Foil,Automotive,0.25,Local,India,5,1544.8,118.09,0.0,18,1.0,490.55254999999994,Local
514,Comp_00514,Tin,Foil,Automotive,0.25,Import,China,26,1631.14,17.33,2.03,18,1.13,560.6726792323499,Local
515,Comp_00515,Tin,Coil,Automotive,7.57,Local,India,4,1116.62,75.84,0.0,18,1.0,10651.768195999999,Import
515,Comp_00515,Tin,Coil,Automotive,7.57,Import,USA,11,762.33,10.12,2.36,18,1.02,7204.083091334642,Import
516,Comp_00516,Aluminum,Wire,Automotive,8.97,Local,India,10,972.43,92.53,0.0,18,1.0,11272.175616,Local
516,Comp_00516,Aluminum,Wire,Automotive,8.97,Import,Japan,29,881.84,21.15,3.62,18,1.14,11290.309060845671,Local
517,Comp_00517,Silver,Foil,Consumer,1.96,Local,India,10,1112.61,47.44,0.0,18,1.0,2682.9636399999995,Import
517,Comp_00517,Silver,Foil,Consumer,1.96,Import,USA,28,987.21,35.74,6.36,18,0.98,2466.02167615328,Import
518,Comp_00518,Silver,Wire,Industrial,1.07,Local,India,6,1016.79,113.9,0.0,18,1.0,1427.6091940000001,Import
518,Comp_00518,Silver,Wire,Industrial,1.07,Import,Japan,27,693.93,16.23,4.3,18,1.09,1019.3722299499199,Import
519,Comp_00519,Silver,Sheet,Toys,4.61,Local,India,10,1523.68,85.56,0.0,18,1.0,8753.943752,Import
519,Comp_00519,Silver,Sheet,Toys,4.61,Import,USA,11,1237.82,27.09,5.53,18,1.08,7842.278339872631,Import
520,Comp_00520,Copper,Coil,Toys,6.9,Local,India,4,1070.53,103.88,0.0,18,1.0,9562.046219999998,Import
520,Comp_00520,Copper,Coil,Toys,6.9,Import,Japan,27,762.01,52.85,3.06,18,1.08,7384.617263885761,Import
521,Comp_00521,Aluminum,Foil,Automotive,1.07,Local,India,6,1214.49,115.24,0.0,18,1.0,1678.9170980000001,Local
521,Comp_00521,Aluminum,Foil,Automotive,1.07,Import,China,10,1259.88,46.87,3.79,18,1.13,1935.0502580088498,Local
522,Comp_00522,Silver,Foil,Toys,7.24,Local,India,14,1080.01,97.55,0.0,18,1.0,10060.130592,Import
522,Comp_00522,Silver,Foil,Toys,7.24,Import,USA,27,1015.51,24.98,1.17,18,1.11,9982.359652179817,Import
523,Comp_00523,Aluminum,Coil,Toys,6.0,Local,India,3,975.22,41.35,0.0,18,1.0,7197.3156,Local
523,Comp_00523,Aluminum,Coil,Toys,6.0,Import,Japan,25,1030.13,18.87,7.99,18,0.99,7940.127598919999,Local
524,Comp_00524,Copper,Wire,Consumer,9.17,Local,India,7,1252.01,103.61,0.0,18,1.0,14668.621771999999,Local
524,Comp_00524,Copper,Wire,Consumer,9.17,Import,Germany,19,1370.01,27.22,1.31,18,1.01,15470.09333583668,Local
525,Comp_00525,Nickel,Foil,Wearable,2.12,Local,India,3,1082.46,47.4,0.0,18,1.0,2826.457776,Local
525,Comp_00525,Nickel,Foil,Wearable,2.12,Import,USA,34,1180.63,41.48,5.67,18,1.13,3650.5501323006956,Local
526,Comp_00526,Copper,Sheet,Industrial,1.52,Local,India,3,1360.56,98.2,0.0,18,1.0,2616.431936,Import
526,Comp_00526,Copper,Sheet,Industrial,1.52,Import,USA,14,982.13,25.29,3.57,18,1.09,2039.842509007456,Import
527,Comp_00527,Copper,Sheet,Industrial,5.05,Local,India,4,989.47,86.58,0.0,18,1.0,6412.181949999999,Local
527,Comp_00527,Copper,Sheet,Industrial,5.05,Import,Japan,39,1086.55,33.73,6.87,18,1.02,7277.05989219048,Local
528,Comp_00528,Tin,Foil,Toys,8.15,Local,India,3,1400.47,59.9,0.0,18,1.0,14044.37829,Import
528,Comp_00528,Tin,Foil,Toys,8.15,Import,South Korea,17,1132.55,17.22,0.23,18,1.08,11969.39156501556,Import
529,Comp_00529,Aluminum,Sheet,Toys,3.52,Local,India,3,1020.93,89.76,0.0,18,1.0,4613.361984,Import
529,Comp_00529,Aluminum,Sheet,Toys,3.52,Import,USA,29,695.51,57.99,5.74,18,1.08,3574.1353012992,Import
530,Comp_00530,Aluminum,Coil,Wearable,0.3,Local,India,3,1310.62,76.43,0.0,18,1.0,491.0156999999999,Import
530,Comp_00530,Aluminum,Coil,Wearable,0.3,Import,China,18,791.26,31.13,1.16,18,1.13,332.7885281944799,Import
531,Comp_00531,Tin,Wire,Consumer,3.58,Local,India,2,1208.13,45.54,0.0,18,1.0,5296.003548,Import
531,Comp_00531,Tin,Wire,Consumer,3.58,Import,China,22,975.94,22.92,0.23,18,1.06,4483.046581280591,Import
532,Comp_00532,Aluminum,Sheet,Toys,0.65,Local,India,2,1538.21,96.17,0.0,18,1.0,1253.5694600000002,Import
532,Comp_00532,Aluminum,Sheet,Toys,0.65,Import,Germany,15,1292.24,34.29,2.33,18,1.12,1166.0936675169603,Import
533,Comp_00533,Tin,Wire,Toys,5.9,Local,India,8,1244.66,55.39,0.0,18,1.0,9050.948100000001,Import
533,Comp_00533,Tin,Wire,Toys,5.9,Import,Japan,23,882.29,22.52,2.68,18,1.14,7373.643253945438,Import
534,Comp_00534,Aluminum,Sheet,Wearable,1.38,Local,India,14,1163.07,47.93,0.0,18,1.0,1971.9923999999996,Import
534,Comp_00534,Aluminum,Sheet,Wearable,1.38,Import,Germany,32,964.6,19.08,1.76,18,0.98,1597.416290942976,Import
535,Comp_00535,Copper,Foil,Toys,7.13,Local,India,11,1193.25,81.38,0.0,18,1.0,10723.972042,Local
535,Comp_00535,Copper,Foil,Toys,7.13,Import,Germany,25,1303.37,43.32,5.05,18,1.09,12973.636545544066,Local
536,Comp_00536,Copper,Wire,Consumer,6.52,Local,India,6,1071.82,97.4,0.0,18,1.0,8995.510992,Local
536,Comp_00536,Copper,Wire,Consumer,6.52,Import,Germany,38,1164.45,10.24,7.14,18,0.97,9392.392887881872,Local
537,Comp_00537,Silver,Foil,Wearable,5.38,Local,India,14,1597.2,104.04,0.0,18,1.0,10800.152016,Import
537,Comp_00537,Silver,Foil,Wearable,5.38,Import,Germany,37,1149.18,24.06,1.65,18,1.14,8631.044952348959,Import
538,Comp_00538,Copper,Wire,Wearable,3.45,Local,India,4,904.96,94.42,0.0,18,1.0,4068.47598,Import
538,Comp_00538,Copper,Wire,Wearable,3.45,Import,China,35,727.56,59.01,6.32,18,1.07,3642.8159233072793,Import
539,Comp_00539,Silver,Coil,Toys,9.0,Local,India,2,1336.62,50.72,0.0,18,1.0,14733.550799999999,Import
539,Comp_00539,Silver,Coil,Toys,9.0,Import,Japan,15,1069.53,57.36,4.16,18,0.96,11966.805875404796,Import
540,Comp_00540,Silver,Foil,Wearable,0.97,Local,India,13,1555.55,106.04,0.0,18,1.0,1901.8559139999998,Import
540,Comp_00540,Silver,Foil,Wearable,0.97,Import,USA,32,1102.19,37.1,6.8,18,1.01,1406.63251935912,Import
